"location","datetime","temp","tempmax","tempmin"
"Paris,France","2022-01-31",6.9,8.3,3.7
"Paris,France","2022-02-01",6.9,10.8,2.5
"Paris,France","2022-02-02",10.1,11.1,9
"Paris,France","2022-02-03",7.7,8.7,7
"Paris,France","2022-02-04",7.4,11.1,4.9
"Paris,France","2022-02-05",6.1,10,1.6
"Paris,France","2022-02-06",8.9,10.8,7.2
"Paris,France","2022-02-07",7.6,10,5.3
"Paris,France","2022-02-08",8.3,11.1,5.4
"Paris,France","2022-02-09",7.2,12.7,2.7
"Paris,France","2022-02-10",7.3,10,5.1
"Paris,France","2022-02-11",5,8.5,2.5
"Paris,France","2022-02-12",4.1,9,0.3
"Paris,France","2022-02-13",6.8,13.9,0.1
"Paris,France","2022-02-14",9.3,11.7,6.4
"Paris,France","2022-02-15",7.8,10.4,4.6
"Paris,France","2022-02-16",12.3,15.4,9
"Paris,France","2022-02-17",12.3,13.8,10.9
"Paris,France","2022-02-18",10.5,12.2,6.9
"Paris,France","2022-02-19",7.1,10.3,3.2
"Paris,France","2022-02-20",10.8,13.1,8.3
"Paris,France","2022-02-21",8.6,11,5.9
"Paris,France","2022-02-22",9.1,12.2,6.1
"Paris,France","2022-02-23",9.1,11.4,5.1
"Paris,France","2022-02-24",8.2,11.9,4.5
"Paris,France","2022-02-25",6.3,10.4,3
"Paris,France","2022-02-26",5.6,10,1.8
"Paris,France","2022-02-27",5.1,9.7,0.9
"Paris,France","2022-02-28",5.8,11.7,0.4
"Paris,France","2022-03-01",7.8,12.9,3.5
"Paris,France","2022-03-02",8.8,12.5,6.2
"Paris,France","2022-03-03",9.7,12.3,7.1
"Paris,France","2022-03-04",9.7,12.5,7.6
"Paris,France","2022-03-05",8.9,12,6.6
"Paris,France","2022-03-06",5.3,8.8,1.8
"Paris,France","2022-03-07",3.4,6.9,-0.1
"Paris,France","2022-03-08",5.9,12.8,-0.2
"Paris,France","2022-03-09",9.2,15.4,3.4
"Paris,France","2022-03-10",10.8,17,5.2
"Paris,France","2022-03-11",9.8,12.9,7.1
"Paris,France","2022-03-12",8.4,10.3,6
"Paris,France","2022-03-13",8.9,11.5,7.1
"Paris,France","2022-03-14",9.5,14.7,4.2
"Paris,France","2022-03-15",10.1,11.3,9.2
"Paris,France","2022-03-16",11.2,14.3,8.8
"Paris,France","2022-03-17",8.8,11.3,7
"Paris,France","2022-03-18",9.6,15.4,4.4
"Paris,France","2022-03-19",10.9,16.1,5.9
"Paris,France","2022-03-20",8.4,13.2,3.4
"Paris,France","2022-03-21",12.1,18,6.6
"Paris,France","2022-03-22",12.8,18.3,7.8
"Paris,France","2022-03-23",12.3,18.3,4.8
"Paris,France","2022-03-24",14,20.5,7.5
"Paris,France","2022-03-25",13.8,19.6,7.8
"Paris,France","2022-03-26",13.7,19.4,7.8
"Paris,France","2022-03-27",14.6,21.2,8.9
"Paris,France","2022-03-28",15,21.5,8.7
"Paris,France","2022-03-29",14,17.9,11.8
"Paris,France","2022-03-30",10.6,12.9,8.8
"Paris,France","2022-03-31",6.2,8.7,3.5
"Paris,France","2022-04-01",2.3,3.6,1.2
"Paris,France","2022-04-02",4.3,7.7,1.2
"Paris,France","2022-04-03",5.3,8.8,1.3
"Paris,France","2022-04-04",6.2,10.1,1.1
"Paris,France","2022-04-05",10.1,13,7.9
"Paris,France","2022-04-06",10.6,12.9,8.2
"Paris,France","2022-04-07",12.2,14.7,9.9
"Paris,France","2022-04-08",6.3,9.4,1.9
"Paris,France","2022-04-09",6.2,11,3.2
"Paris,France","2022-04-10",8.3,14.3,1.4
"Paris,France","2022-04-11",12.3,19.4,5.6
"Paris,France","2022-04-12",16,21.3,11
"Paris,France","2022-04-13",14.1,16.4,12.6
"Paris,France","2022-04-14",15.7,20.9,10.8
"Paris,France","2022-04-15",16.1,21,10.9
"Paris,France","2022-04-16",15,19.7,10
"Paris,France","2022-04-17",14.8,22,8
"Paris,France","2022-04-18",14.6,19.6,8.3
"Paris,France","2022-04-19",13,17.8,8.3
"Paris,France","2022-04-20",13.9,19.8,8.4
"Paris,France","2022-04-21",14.8,19.9,9.5
"Paris,France","2022-04-22",15,19.4,9.9
"Paris,France","2022-04-23",14.5,19.6,10.2
"Paris,France","2022-04-24",14.8,18.8,10.1
"Paris,France","2022-04-25",12.8,16.5,9.4
"Paris,France","2022-04-26",11.3,15.3,7.6
"Paris,France","2022-04-27",12.8,19.1,6.1
"Paris,France","2022-04-28",15.3,21.3,8.1
"Paris,France","2022-04-29",15.2,19.8,11.3
"Paris,France","2022-04-30",12.1,17.3,7.4
"Paris,France","2022-05-01",12.3,17.8,6.5
"Paris,France","2022-05-02",13.8,18.2,8.7
"Paris,France","2022-05-03",14.6,19.7,9.9
"Paris,France","2022-05-04",13.9,19.1,9.8
"Paris,France","2022-05-05",14.4,18,10.6
"Paris,France","2022-05-06",16,21.7,10
"Paris,France","2022-05-07",16.3,21.8,11.3
"Paris,France","2022-05-08",16.2,22.2,11.7
"Paris,France","2022-05-09",18.9,26.1,11.2
"Paris,France","2022-05-10",21.4,27.3,15.1
"Paris,France","2022-05-11",19.8,25.1,13.6
"Paris,France","2022-05-12",16.8,20,12.6
"Paris,France","2022-05-13",16.3,21.6,10.9
"Paris,France","2022-05-14",17.7,24,11.1
"Paris,France","2022-05-15",21.4,29.1,14.5
"Paris,France","2022-05-16",20,25.4,16.3
"Paris,France","2022-05-17",23,28.6,16.2
"Paris,France","2022-05-18",23.5,29.1,17
"Paris,France","2022-05-19",22.7,25.5,20.3
"Paris,France","2022-05-20",18,23,14.3
"Paris,France","2022-05-21",17.9,24.8,11.8
"Paris,France","2022-05-22",19,22.4,15
"Paris,France","2022-05-23",16.7,18.4,14
"Paris,France","2022-05-24",14.4,18.9,11
"Paris,France","2022-05-25",15.2,19.6,9.8
"Paris,France","2022-05-26",16.6,20.2,13.8
"Paris,France","2022-05-27",16.6,21.5,13.5
"Paris,France","2022-05-28",15.6,19.8,10.5
"Paris,France","2022-05-29",12.9,16.2,8.6
"Paris,France","2022-05-30",13.9,19.3,8.3
"Paris,France","2022-05-31",16.5,20.7,12.2
"Paris,France","2022-06-01",16.5,21.8,10.3
"Paris,France","2022-06-02",18.6,24.8,11.3
"Paris,France","2022-06-03",18.8,22.8,14.9
"Paris,France","2022-06-04",19.8,28.8,16.3
"Paris,France","2022-06-05",18.6,21.6,16.4
"Paris,France","2022-06-06",17.7,21.8,13.2
"Paris,France","2022-06-07",18.6,22.9,15.7
"Paris,France","2022-06-08",17.3,20.9,14.4
"Paris,France","2022-06-09",16.9,21.4,12.5
"Paris,France","2022-06-10",19.3,22.7,14.4
"Paris,France","2022-06-11",20.6,25.9,15.4
"Paris,France","2022-06-12",19.1,24.5,14
"Paris,France","2022-06-13",18,23.3,12.2
"Paris,France","2022-06-14",20.6,26.5,13.7
"Paris,France","2022-06-15",23.7,30.6,16.3
"Paris,France","2022-06-16",24,29.8,17.7
"Paris,France","2022-06-17",26.7,34,19
"Paris,France","2022-06-18",29.2,36.2,21.2
"Paris,France","2022-06-19",20.6,28,15.2
"Paris,France","2022-06-20",18,22.5,14.6
"Paris,France","2022-06-21",20.8,26.5,14.9
"Paris,France","2022-06-22",20.7,25.3,16.7
"Paris,France","2022-06-23",23,28.1,18.4
"Paris,France","2022-06-24",21.1,24.2,17.5
"Paris,France","2022-06-25",17.4,19.2,15.1
"Paris,France","2022-06-26",17.4,22,13
"Paris,France","2022-06-27",19.1,23.9,15
"Paris,France","2022-06-28",21,27.4,13.7
"Paris,France","2022-06-29",21.1,26.5,15.1
"Paris,France","2022-06-30",15.5,17.9,13.6
"Paris,France","2022-07-01",16.7,21.7,11.4
"Paris,France","2022-07-02",20.2,26.9,12.1
"Paris,France","2022-07-03",19.5,24.2,14.6
"Paris,France","2022-07-04",19.9,26.4,13.1
"Paris,France","2022-07-05",19.6,25.7,13.2
"Paris,France","2022-07-06",20.3,26,13.9
"Paris,France","2022-07-07",19,21.5,16
"Paris,France","2022-07-08",20,27.4,12.6
"Paris,France","2022-07-09",22.9,29.2,16.9
"Paris,France","2022-07-10",21.1,27.1,14.4
"Paris,France","2022-07-11",24.1,30,17.6
"Paris,France","2022-07-12",26.4,33.2,18.8
"Paris,France","2022-07-13",28.4,36.4,20.9
"Paris,France","2022-07-14",25.7,30.4,21.2
"Paris,France","2022-07-15",21.9,27.1,16.2
"Paris,France","2022-07-16",22.8,29,15.6
"Paris,France","2022-07-17",24.9,32,17.7
"Paris,France","2022-07-18",29,37.8,20.2
"Paris,France","2022-07-19",31.2,40,23.4
"Paris,France","2022-07-20",21.3,26.3,19
"Paris,France","2022-07-21",21.7,27.1,17.8
"Paris,France","2022-07-22",21.2,24.9,17.1
"Paris,France","2022-07-23",21.7,26.9,18.8
"Paris,France","2022-07-24",25.7,32.9,18.1
"Paris,France","2022-07-25",23.5,27.2,20
"Paris,France","2022-07-26",19.7,22.4,17
"Paris,France","2022-07-27",20.3,25.5,14.6
"Paris,France","2022-07-28",21.4,26.1,16.3
"Paris,France","2022-07-29",23.3,28.9,16.6
"Paris,France","2022-07-30",24.6,29.5,18.1
"Paris,France","2022-07-31",23,28.2,18.6
"Paris,France","2022-08-01",22.8,26.8,20.1
"Paris,France","2022-08-02",24.6,31.2,18.3
"Paris,France","2022-08-03",28,35.4,20
"Paris,France","2022-08-04",24.1,28.3,20.7
"Paris,France","2022-08-05",20.7,25.6,16.2
"Paris,France","2022-08-06",19.8,25.2,13.5
"Paris,France","2022-08-07",21.2,27.3,14.6
"Paris,France","2022-08-08",22.6,29,15.5
"Paris,France","2022-08-09",24.1,31.1,16.9
"Paris,France","2022-08-10",26.2,32.7,18.7
"Paris,France","2022-08-11",26.7,32.6,20.1
"Paris,France","2022-08-12",27.2,33.8,20.2
"Paris,France","2022-08-13",26.9,32.8,20.2
"Paris,France","2022-08-14",22.8,27.9,17.9
"Paris,France","2022-08-15",20.5,26.5,16.5
"Paris,France","2022-08-16",21.1,27.7,17.9
"Paris,France","2022-08-17",20.1,26.9,17.6
"Paris,France","2022-08-18",22.1,27.7,16.7
"Paris,France","2022-08-19",20.6,23.9,18.1
"Paris,France","2022-08-20",19.6,24.9,13.9
"Paris,France","2022-08-21",20.8,26.3,14.8
"Paris,France","2022-08-22",21.3,25.3,16.7
"Paris,France","2022-08-23",22.9,27.2,18.6
"Paris,France","2022-08-24",25.7,32.1,19.1
"Paris,France","2022-08-25",25,30.7,19.6
"Paris,France","2022-08-26",21.7,26.2,18.5
"Paris,France","2022-08-27",20.7,25.1,16.4
"Paris,France","2022-08-28",20.6,26.1,15.4
"Paris,France","2022-08-29",22.5,28.7,16.9
"Paris,France","2022-08-30",21.4,27.4,15.6
"Paris,France","2022-08-31",21.8,27.1,16.8
"Paris,France","2022-09-01",22.3,27.9,17.2
"Paris,France","2022-09-02",20.8,24.1,18.1
"Paris,France","2022-09-03",20.2,23.7,17.6
"Paris,France","2022-09-04",22.1,29.2,15.3
"Paris,France","2022-09-05",22.8,30.1,17.1
"Paris,France","2022-09-06",21.4,28.8,16.1
"Paris,France","2022-09-07",18.4,21.6,16.1
"Paris,France","2022-09-08",17.8,22.7,15
"Paris,France","2022-09-09",16.9,19.4,15.2
"Paris,France","2022-09-10",16.4,19.6,14.9
"Paris,France","2022-09-11",17.2,22.9,12.5
"Paris,France","2022-09-12",20.1,27.3,13.8
"Paris,France","2022-09-13",22.2,26,19.5
"Paris,France","2022-09-14",22.2,25.9,19.3
"Paris,France","2022-09-15",18.8,21.9,14.8
"Paris,France","2022-09-16",15.1,17.8,12.4
"Paris,France","2022-09-17",13,16.7,9.6
"Paris,France","2022-09-18",13.5,19.1,8.4
"Paris,France","2022-09-19",14,18.2,10
"Paris,France","2022-09-20",13.1,17.2,8.9
"Paris,France","2022-09-21",14.2,18.9,9.7
"Paris,France","2022-09-22",14.7,20.4,9.1
"Paris,France","2022-09-23",15.2,20.7,10.7
"Paris,France","2022-09-24",14.9,17.2,13.1
"Paris,France","2022-09-25",14.8,19.6,11.7
"Paris,France","2022-09-26",12.6,14.7,11.7
"Paris,France","2022-09-27",12.2,13.8,10.5
"Paris,France","2022-09-28",12.4,15.1,11.2
"Paris,France","2022-09-29",11.4,14,9.9
"Paris,France","2022-09-30",12.2,18.2,7.4
"Paris,France","2022-10-01",16,20.2,12.2
"Paris,France","2022-10-02",16.1,19.6,12.7
"Paris,France","2022-10-03",11.8,14.1,10.2
"Paris,France","2022-10-04",12.7,18.7,7.5
"Paris,France","2022-10-05",15.9,20.5,11.5
"Paris,France","2022-10-06",14.4,18.7,10.3
"Paris,France","2022-10-07",12.9,18.8,7.3
"Paris,France","2022-10-08",13.6,18.1,10.8
"Paris,France","2022-10-09",12.5,19.2,6.7
"Paris,France","2022-10-10",14.2,19,9.8
"Paris,France","2022-10-11",13.3,17.6,9.7
"Paris,France","2022-10-12",13.1,19.1,8.1
"Paris,France","2022-10-13",13.8,15.3,12.6
"Paris,France","2022-10-14",15.2,17,14.2
"Paris,France","2022-10-15",16.4,18.3,15.2
"Paris,France","2022-10-16",16.7,20.2,13.7
"Paris,France","2022-10-17",17.7,18.8,16.9
"Paris,France","2022-10-18",16.9,18.7,15.4
"Paris,France","2022-10-19",17.1,21.2,14.3
"Paris,France","2022-10-20",17.7,22.2,15.1
"Paris,France","2022-10-21",16.8,20.3,14.5
"Paris,France","2022-10-22",16.4,21.2,13.3
"Paris,France","2022-10-23",17.9,22.9,15.1
"Paris,France","2022-10-24",16.5,18.5,14.8
"Paris,France","2022-10-25",15.5,18.1,13.3
"Paris,France","2022-10-26",17.1,22,14
"Paris,France","2022-10-27",17.3,22.9,13.4
"Paris,France","2022-10-28",18.4,22.5,15.5
"Paris,France","2022-10-29",18.5,23.9,15.4
"Paris,France","2022-10-30",15.4,18.1,12.9
"Paris,France","2022-10-31",15.8,20.1,12.3
"Paris,France","2022-11-01",14.3,16.8,10.8
"Paris,France","2022-11-02",12.5,15.2,9.6
"Paris,France","2022-11-03",11.8,14.3,9.2
"Paris,France","2022-11-04",10.3,12.4,8.2
"Paris,France","2022-11-05",8.8,12.4,5.7
"Paris,France","2022-11-06",10,11.9,8.9
"Paris,France","2022-11-07",13.3,16,11.4
"Paris,France","2022-11-08",13.3,17.2,9.9
"Paris,France","2022-11-09",12.3,15.1,9.2
"Paris,France","2022-11-10",9.1,11.2,6.6
"Paris,France","2022-11-11",10,12.6,8.7
"Paris,France","2022-11-12",10.4,14.9,7.5
"Paris,France","2022-11-13",9.8,14.5,7.1
"Paris,France","2022-11-14",9,12.8,5.9
"Paris,France","2022-11-15",10.7,12.8,7.7
"Paris,France","2022-11-16",10.8,13.2,8.3
"Paris,France","2022-11-17",11.9,13.5,9.9
"Paris,France","2022-11-18",9.4,12.5,7.4
"Paris,France","2022-11-19",8.1,11.2,5.8
"Paris,France","2022-11-20",7.4,10,4.9
"Paris,France","2022-11-21",7,8.3,6
"Paris,France","2022-11-22",8,10.7,4.8
"Paris,France","2022-11-23",8.3,12.7,5.6
"Paris,France","2022-11-24",9.9,12.1,7
"Paris,France","2022-11-25",9.4,12.1,7.3
"Paris,France","2022-11-26",6.4,8.3,4.4
"Paris,France","2022-11-27",7.6,9.7,5.9
"Paris,France","2022-11-28",8.9,11.1,7
"Paris,France","2022-11-29",7.5,8.6,5.8
"Paris,France","2022-11-30",6.4,7.7,4.5
"Paris,France","2022-12-01",5.4,6.3,4
"Paris,France","2022-12-02",4.7,5.8,2.7
"Paris,France","2022-12-03",3.3,3.9,2.8
"Paris,France","2022-12-04",3.3,4.3,2.4
"Paris,France","2022-12-05",2.5,3.3,1.8
"Paris,France","2022-12-06",3.4,5.2,0.1
"Paris,France","2022-12-07",3.7,6.4,0.9
"Paris,France","2022-12-08",3,4.3,1.8
"Paris,France","2022-12-09",2,3.4,0.4
"Paris,France","2022-12-10",1.5,3.7,-1.9
"Paris,France","2022-12-11",-1.5,-0.1,-2.3
"Paris,France","2022-12-12",-1.6,-0.3,-3
"Paris,France","2022-12-13",-1,1.9,-2.9
"Paris,France","2022-12-14",0.6,2.1,-0.5
"Paris,France","2022-12-15",-0.2,2,-2.2
"Paris,France","2022-12-16",-0.4,1.3,-1.7
"Paris,France","2022-12-17",-1.8,-0.6,-4.1
"Paris,France","2022-12-18",-1.8,3.7,-5.3
"Paris,France","2022-12-19",8.6,12.3,4.2
"Paris,France","2022-12-20",11.2,12,10.5
"Paris,France","2022-12-21",10.5,12.3,7.9
"Paris,France","2022-12-22",12.4,14.1,11
"Paris,France","2022-12-23",13.5,15.3,11.7
"Paris,France","2022-12-24",10.8,11.5,10.2
"Paris,France","2022-12-25",11.6,13.3,10
"Paris,France","2022-12-26",9.9,12.5,5.7
"Paris,France","2022-12-27",6.3,9.9,3.8
"Paris,France","2022-12-28",10.2,11.4,8.5
"Paris,France","2022-12-29",10.1,11.8,6.8
"Paris,France","2022-12-30",10.1,14.8,5.3
"Paris,France","2022-12-31",15.1,15.9,14.6
"Paris,France","2023-01-01",13.1,14.9,11.4
"Paris,France","2023-01-02",10.7,14.2,7.3
"Paris,France","2023-01-03",7.6,9.6,5.6
"Paris,France","2023-01-04",11.7,13.5,9.8
"Paris,France","2023-01-05",12.5,13.6,11.3
"Paris,France","2023-01-06",11.4,13.2,10.4
"Paris,France","2023-01-07",10,11,7.6
"Paris,France","2023-01-08",9.5,11,7.2
"Paris,France","2023-01-09",7.1,9,5.7
"Paris,France","2023-01-10",7,11.6,4.2
"Paris,France","2023-01-11",10.8,12.1,9.4
"Paris,France","2023-01-12",10.6,11.7,9.2
"Paris,France","2023-01-13",9.4,11.2,7.5
"Paris,France","2023-01-14",10.2,12.3,7.9
"Paris,France","2023-01-15",7.2,8.9,5.7
"Paris,France","2023-01-16",5.4,6.7,3.5
"Paris,France","2023-01-17",2.4,3.8,0.7
"Paris,France","2023-01-18",2.2,5.5,-0.7
"Paris,France","2023-01-19",1.4,2.6,0.1
"Paris,France","2023-01-20",2.9,6.1,-0.1
"Paris,France","2023-01-21",2.2,4.4,-0.1
"Paris,France","2023-01-22",0.8,2.4,-0.3
"Paris,France","2023-01-23",2.1,3.1,1.2
"Paris,France","2023-01-24",2.4,3.2,1.5
"Paris,France","2023-01-25",1,2.9,-0.6
"Paris,France","2023-01-26",2.5,5.1,0.3
"Paris,France","2023-01-27",4.8,5.2,4
"Paris,France","2023-01-28",3.1,4,1.1
"Paris,France","2023-01-29",2,4.7,-1.6
"Paris,France","2023-01-30",5.7,9.1,1.8
"Paris,France","2023-01-31",5.2,8.9,1.3
"Paris,France","2023-02-01",8.1,9.7,6.7
"Paris,France","2023-02-02",7.9,10,5.5
"Paris,France","2023-02-03",8.8,10.3,7.1
"Paris,France","2023-02-04",9.3,9.9,7.9
"Paris,France","2023-02-05",7.5,9.2,4.3
"Paris,France","2023-02-06",4.4,7.6,2
"Paris,France","2023-02-07",3,6.3,0.4
"Paris,France","2023-02-08",2.1,6.5,-0.9
"Paris,France","2023-02-09",2.1,7.4,-4
"Paris,France","2023-02-10",6.2,10.1,4
"Paris,France","2023-02-11",6.2,10.3,1.3
"Paris,France","2023-02-12",7.4,9.4,5.2
"Paris,France","2023-02-13",6.4,12.1,2.5
"Paris,France","2023-02-14",6.6,13.4,1.3
"Paris,France","2023-02-15",6.7,12.3,2
"Paris,France","2023-02-16",9,14.2,4.3
"Paris,France","2023-02-17",12.7,15.5,10.9
"Paris,France","2023-02-18",11.5,12.2,10.7
"Paris,France","2023-02-19",10.6,12.5,7.7
"Paris,France","2023-02-20",7.6,12.6,3.4
"Paris,France","2023-02-21",8.9,16.2,2.7
"Paris,France","2023-02-22",9,9.7,8.2
"Paris,France","2023-02-23",7.9,9.6,5.6
"Paris,France","2023-02-24",7.7,9.6,6.2
"Paris,France","2023-02-25",5.6,8.1,3.5
"Beijing,China","2018-01-01",-2.8,4,-9
"Beijing,China","2018-01-02",-3.1,2.2,-9
"Beijing,China","2018-01-03",-3.4,0,-8
"Beijing,China","2018-01-04",-4,-2,-6
"Beijing,China","2018-01-05",-4.2,4,-11
"Beijing,China","2018-01-06",-1.4,4,-6
"Beijing,China","2018-01-07",-0.2,4,-4
"Beijing,China","2018-01-08",-2.4,1,-5
"Beijing,China","2018-01-09",-2.8,0.4,-9
"Beijing,China","2018-01-10",-4.9,-1,-8
"Beijing,China","2018-01-11",-7.6,-2,-12
"Beijing,China","2018-01-12",-6.1,4,-15
"Beijing,China","2018-01-13",-4.1,3,-11
"Beijing,China","2018-01-14",-1.8,9,-10
"Beijing,China","2018-01-15",-1.5,2,-5
"Beijing,China","2018-01-16",0.6,5.3,-5
"Beijing,China","2018-01-17",-0.1,7,-6
"Beijing,China","2018-01-18",-2.9,5,-10
"Beijing,China","2018-01-19",-0.2,9,-9
"Beijing,China","2018-01-20",-1.7,3,-8
"Beijing,China","2018-01-21",-3.5,-2,-6
"Beijing,China","2018-01-22",-4.7,-1,-9.1
"Beijing,China","2018-01-23",-9.2,-5,-13
"Beijing,China","2018-01-24",-7.4,-2,-12
"Beijing,China","2018-01-25",-9,-4,-14
"Beijing,China","2018-01-26",-9,-5,-15
"Beijing,China","2018-01-27",-8.5,-4.6,-15
"Beijing,China","2018-01-28",-6.5,-2.8,-11
"Beijing,China","2018-01-29",-2.9,0,-5.6
"Beijing,China","2018-01-30",0.2,4.1,-6
"Beijing,China","2018-01-31",0.1,4,-5.2
"Beijing,China","2018-02-01",-2.1,6,-11
"Beijing,China","2018-02-02",-4,0,-7.3
"Beijing,China","2018-02-03",-5.8,0.6,-15
"Beijing,China","2018-02-04",-5.2,2,-14
"Beijing,China","2018-02-05",-5,-1,-9
"Beijing,China","2018-02-06",-5.9,1,-14
"Beijing,China","2018-02-07",-4,1.1,-12
"Beijing,China","2018-02-08",-5.5,1.3,-14
"Beijing,China","2018-02-09",-3.1,4,-10
"Beijing,China","2018-02-10",-4.7,-1,-11
"Beijing,China","2018-02-11",-3.9,-1,-6.1
"Beijing,China","2018-02-12",-0.3,7,-5
"Beijing,China","2018-02-13",-1.6,8,-11
"Beijing,China","2018-02-14",0.6,5,-5
"Beijing,China","2018-02-15",-1.1,5,-10
"Beijing,China","2018-02-16",-0.3,7.4,-9
"Beijing,China","2018-02-17",-1.9,2,-8
"Beijing,China","2018-02-18",0,9,-7
"Beijing,China","2018-02-19",0.4,6,-5
"Beijing,China","2018-02-20",2.4,8,-3
"Beijing,China","2018-02-21",1.7,9.1,-7.9
"Beijing,China","2018-02-22",2,10.1,-6.9
"Beijing,China","2018-02-23",2.8,13,-7
"Beijing,China","2018-02-24",-0.6,3,-5
"Beijing,China","2018-02-25",-1.2,6,-9
"Beijing,China","2018-02-26",2.5,11,-6
"Beijing,China","2018-02-27",1.3,5,-4
"Beijing,China","2018-02-28",3.4,8,0.7
"Beijing,China","2018-03-01",3.6,8,-1
"Beijing,China","2018-03-02",2.9,9.2,-2
"Beijing,China","2018-03-03",4.9,9.5,-2
"Beijing,China","2018-03-04",5.3,9,-1
"Beijing,China","2018-03-05",1.1,8.5,-6
"Beijing,China","2018-03-06",-0.4,5,-6
"Beijing,China","2018-03-07",-1.1,2.5,-4
"Beijing,China","2018-03-08",1.8,7,-4
"Beijing,China","2018-03-09",1.7,9,-7
"Beijing,China","2018-03-10",5.1,13,-2
"Beijing,China","2018-03-11",2.8,7,-5
"Beijing,China","2018-03-12",5.9,12,-2
"Beijing,China","2018-03-13",9.1,19,-1
"Beijing,China","2018-03-14",10.9,14.3,4
"Beijing,China","2018-03-15",9.6,14,3.4
"Beijing,China","2018-03-16",4.3,10,-2
"Beijing,China","2018-03-17",1.3,3,0
"Beijing,China","2018-03-18",5.4,12,-1
"Beijing,China","2018-03-19",8.3,15,1
"Beijing,China","2018-03-20",7.4,11,1
"Beijing,China","2018-03-21",5.1,11,-3
"Beijing,China","2018-03-22",9.5,19,-1
"Beijing,China","2018-03-23",12.2,21,5
"Beijing,China","2018-03-24",14.2,24,2
"Beijing,China","2018-03-25",16.5,27,2
"Beijing,China","2018-03-26",16,24.4,6
"Beijing,China","2018-03-27",16.4,24.5,8
"Beijing,China","2018-03-28",19.2,23.1,14
"Beijing,China","2018-03-29",15.2,20,10
"Beijing,China","2018-03-30",12.5,18,6
"Beijing,China","2018-03-31",15.8,24,9
"Beijing,China","2018-04-01",17.3,27,8
"Beijing,China","2018-04-02",18.1,25,11
"Beijing,China","2018-04-03",9.8,20,2.9
"Beijing,China","2018-04-04",4.1,9,0
"Beijing,China","2018-04-05",3,7.4,0.8
"Beijing,China","2018-04-06",7,11,5
"Beijing,China","2018-04-07",7.5,13,3
"Beijing,China","2018-04-08",11.3,20,1
"Beijing,China","2018-04-09",13.2,19,5
"Beijing,China","2018-04-10",17.4,25,8
"Beijing,China","2018-04-11",18.2,26,6
"Beijing,China","2018-04-12",16.6,22.4,10
"Beijing,China","2018-04-13",11.4,15,9.8
"Beijing,China","2018-04-14",14.2,19,9
"Beijing,China","2018-04-15",15.4,22,4
"Beijing,China","2018-04-16",16.3,24,4
"Beijing,China","2018-04-17",17.7,24,12
"Beijing,China","2018-04-18",19.5,26,13
"Beijing,China","2018-04-19",20.9,27,13
"Beijing,China","2018-04-20",21.4,29,12
"Beijing,China","2018-04-21",15.9,20,12.8
"Beijing,China","2018-04-22",12.6,14.6,10.7
"Beijing,China","2018-04-23",14.4,20,10.2
"Beijing,China","2018-04-24",17,24,8
"Beijing,China","2018-04-25",17.9,26,7.8
"Beijing,China","2018-04-26",19.4,28,10
"Beijing,China","2018-04-27",20.2,26,12
"Beijing,China","2018-04-28",20.6,28,11.5
"Beijing,China","2018-04-29",22.4,28,15
"Beijing,China","2018-04-30",20.5,24,16
"Beijing,China","2018-05-01",17.4,22,13
"Beijing,China","2018-05-02",18.5,24,10
"Beijing,China","2018-05-03",17.7,24,8
"Beijing,China","2018-05-04",19.1,27,9
"Beijing,China","2018-05-05",21.3,26,16
"Beijing,China","2018-05-06",21,29,12
"Beijing,China","2018-05-07",21.3,27,15
"Beijing,China","2018-05-08",19.8,26,11.1
"Beijing,China","2018-05-09",20.3,28,12
"Beijing,China","2018-05-10",21.6,27,15
"Beijing,China","2018-05-11",20.3,22,18.9
"Beijing,China","2018-05-12",19.5,25,16
"Beijing,China","2018-05-13",21.4,29,13
"Beijing,China","2018-05-14",26.1,33,19.8
"Beijing,China","2018-05-15",25,30,20.8
"Beijing,China","2018-05-16",24.4,29,20.8
"Beijing,China","2018-05-17",22.1,24,20
"Beijing,China","2018-05-18",24,30,20
"Beijing,China","2018-05-19",21.8,28,16
"Beijing,China","2018-05-20",17.6,19,16
"Beijing,China","2018-05-21",16.9,19,15
"Beijing,China","2018-05-22",19.9,27,15
"Beijing,China","2018-05-23",21.3,32,8
"Beijing,China","2018-05-24",24.6,34,13
"Beijing,China","2018-05-25",24.8,32,16
"Beijing,China","2018-05-26",25.3,32,20
"Beijing,China","2018-05-27",26.4,34,16
"Beijing,China","2018-05-28",24.1,30,16
"Beijing,China","2018-05-29",23.7,32,12
"Beijing,China","2018-05-30",25.1,33,14
"Beijing,China","2018-05-31",27,36,16
"Beijing,China","2018-06-01",27.3,37,16
"Beijing,China","2018-06-02",27.7,36,18
"Beijing,China","2018-06-03",25.6,31,22
"Beijing,China","2018-06-04",27,35,16
"Beijing,China","2018-06-05",30.5,40,19
"Beijing,China","2018-06-06",28.6,33,21
"Beijing,China","2018-06-07",26.7,33,21
"Beijing,China","2018-06-08",25.6,32,18
"Beijing,China","2018-06-09",21.5,24.2,17.4
"Beijing,China","2018-06-10",21.2,26,15
"Beijing,China","2018-06-11",22.1,28,17
"Beijing,China","2018-06-12",24.2,32,18
"Beijing,China","2018-06-13",20.8,23,17
"Beijing,China","2018-06-14",23.7,33,15
"Beijing,China","2018-06-15",24.2,29,19.2
