"location","datetime","temp","tempmax","tempmin"
"Los Angeles,US","2022-11-23",14.9,22.4,8.6
"Los Angeles,US","2022-11-24",16.1,25,9.1
"Los Angeles,US","2022-11-25",16.1,23.8,9.1
"Los Angeles,US","2022-11-26",14.7,21.4,8.6
"Los Angeles,US","2022-11-27",14.8,20.9,9
"Los Angeles,US","2022-11-28",15.2,18,13.7
"Los Angeles,US","2022-11-29",14.7,18.3,11.8
"Los Angeles,US","2022-11-30",14.1,17.6,10.3
"Los Angeles,US","2022-12-01",14.1,15.5,13.4
"Los Angeles,US","2022-12-02",13.7,16.2,11.6
"Los Angeles,US","2022-12-03",15.7,21.3,11.7
"Los Angeles,US","2022-12-04",15.3,17.8,12.5
"Los Angeles,US","2022-12-05",14.6,17,12.5
"Los Angeles,US","2022-12-06",13.5,16.6,10.9
"Los Angeles,US","2022-12-07",12.1,16.4,8.5
"Los Angeles,US","2022-12-08",11.7,16.9,7.6
"Los Angeles,US","2022-12-09",11.6,17,7.2
"Los Angeles,US","2022-12-10",13.2,17,8.1
"Los Angeles,US","2022-12-11",13.2,15.5,9.3
"Los Angeles,US","2022-12-12",9.9,13,7.5
"Los Angeles,US","2022-12-13",10.8,15.5,6.8
"Los Angeles,US","2022-12-14",11,16.8,6.8
"Los Angeles,US","2022-12-15",12.3,16.9,7.3
"Los Angeles,US","2022-12-16",14.1,20.5,9.5
"Los Angeles,US","2022-12-17",13.1,18.9,8.8
"Los Angeles,US","2022-12-18",12.3,18.3,8
"Los Angeles,US","2022-12-19",11.7,18.4,6.5
"Los Angeles,US","2022-12-20",13.1,19,8.7
"Los Angeles,US","2022-12-21",13.7,21.3,7.1
"Los Angeles,US","2022-12-22",14.3,21,9
"Los Angeles,US","2022-12-23",13.9,20.3,8.7
"Los Angeles,US","2022-12-24",15.5,24.4,8.9
"Los Angeles,US","2022-12-25",18.8,27.9,13.8
"Los Angeles,US","2022-12-26",18.6,26.1,13.5
"Los Angeles,US","2022-12-27",15,18.2,12.9
"Los Angeles,US","2022-12-28",14.4,17.7,11.4
"Los Angeles,US","2022-12-29",14.5,16,13.8
"Los Angeles,US","2022-12-30",14.5,15.6,13.7
"Los Angeles,US","2022-12-31",14.6,15.7,13.8
"Los Angeles,US","2023-01-01",13.4,16.5,10.5
"Los Angeles,US","2023-01-02",12,14.3,9.2
"Los Angeles,US","2023-01-03",12.9,14.9,10
"Los Angeles,US","2023-01-04",15.1,16.4,13.9
"Los Angeles,US","2023-01-05",14.2,17.2,11.4
"Los Angeles,US","2023-01-06",12.2,17.7,8
"Los Angeles,US","2023-01-07",14.1,20,10.3
"Los Angeles,US","2023-01-08",14.1,18.2,9.1
"Los Angeles,US","2023-01-09",13.6,15.6,12.1
"Los Angeles,US","2023-01-10",14.2,16.4,11.9
"Los Angeles,US","2023-01-11",12.4,16.9,8.9
"Los Angeles,US","2023-01-12",15.9,22.1,10.8
"Los Angeles,US","2023-01-13",14.6,19,11.1
"Los Angeles,US","2023-01-14",12.4,14,11.2
"Los Angeles,US","2023-01-15",12.9,15.6,11.1
"Los Angeles,US","2023-01-16",12.7,15.5,10.5
"Los Angeles,US","2023-01-17",11.4,15.5,6.6
"Los Angeles,US","2023-01-18",11.2,16.1,6.8
"Los Angeles,US","2023-01-19",11,15,6.5
"Los Angeles,US","2023-01-20",11.2,16.4,6.8
"Los Angeles,US","2023-01-21",11.2,17.2,5.7
"Los Angeles,US","2023-01-22",11.1,17,5.7
"Los Angeles,US","2023-01-23",13.8,19.1,9.4
"Los Angeles,US","2023-01-24",12.2,18.8,6.2
"Los Angeles,US","2023-01-25",13.5,21.7,6.8
"Los Angeles,US","2023-01-26",14.2,21.1,8.2
"Los Angeles,US","2023-01-27",13.5,20.3,8.2
"Los Angeles,US","2023-01-28",13.4,17.9,9.3
"Los Angeles,US","2023-01-29",12.6,14.7,10.3
"Los Angeles,US","2023-01-30",11.6,15.4,9.3
"Los Angeles,US","2023-01-31",12.5,19.4,6.8
"Los Angeles,US","2023-02-01",12.2,19.3,5.3
"Los Angeles,US","2023-02-02",13.4,20.7,7
"Los Angeles,US","2023-02-03",15,21.3,10.4
"Los Angeles,US","2023-02-04",14.4,21.3,8.4
"Los Angeles,US","2023-02-05",14.4,18.2,11.8
"Los Angeles,US","2023-02-06",15.7,21.8,11.3
"Los Angeles,US","2023-02-07",14.6,20.4,8.1
"Los Angeles,US","2023-02-08",15.1,22.4,8.8
"Los Angeles,US","2023-02-09",17.4,26.4,9.6
"Los Angeles,US","2023-02-10",17.4,24.5,11.8
"Los Angeles,US","2023-02-11",13.2,15.6,10.8
"Los Angeles,US","2023-02-12",11.5,15.4,7.9
"Los Angeles,US","2023-02-13",13.3,16.7,9.5
"Los Angeles,US","2023-02-14",13,15.4,10
"Los Angeles,US","2023-02-15",11.6,16.9,7.3
"Los Angeles,US","2023-02-16",11.4,17.2,5.4
"Los Angeles,US","2023-02-17",13.3,19.3,8.1
"Los Angeles,US","2023-02-18",13.7,19.9,9.3
"Los Angeles,US","2023-02-19",13.4,19.7,8
"Los Angeles,US","2023-02-20",15.3,22.4,9.9
"Los Angeles,US","2023-02-21",14,18.1,10.2
"Los Angeles,US","2023-02-22",10.6,13.4,8.1
"Los Angeles,US","2023-02-23",8.9,11.6,7.1
"Los Angeles,US","2023-02-24",10.6,12.8,7.7
"Los Angeles,US","2023-02-25",8.5,11.7,6.2
"New York,US","2018-01-01",-8.7,-4.5,-12.2
"New York,US","2018-01-02",-6.1,-1.7,-8.9
"New York,US","2018-01-03",-4.1,0.5,-7.8
"New York,US","2018-01-04",-2.9,-0.1,-5.7
"New York,US","2018-01-05",-8.3,-4.6,-11.2
"New York,US","2018-01-06",-10,-3.7,-12.9
"New York,US","2018-01-07",-9.2,-1.5,-14.4
"New York,US","2018-01-08",-3.7,-0.6,-7.8
"New York,US","2018-01-09",2.6,8.2,-1.1
"New York,US","2018-01-10",2.5,6,-0.1
"New York,US","2018-01-11",6.7,10.6,3
"New York,US","2018-01-12",13.1,15.7,7.9
"New York,US","2018-01-13",3.7,13.8,-5.7
"New York,US","2018-01-14",-5.3,-1.3,-8.4
"New York,US","2018-01-15",-3.6,0.5,-7.3
"New York,US","2018-01-16",0,2.8,-3.3
"New York,US","2018-01-17",0.6,2.8,-3.9
"New York,US","2018-01-18",-3.1,0.2,-6.2
"New York,US","2018-01-19",0.4,4.7,-3.7
"New York,US","2018-01-20",7,11.4,3.4
"New York,US","2018-01-21",8.1,10.3,6.2
"New York,US","2018-01-22",5.8,9.4,3.2
"New York,US","2018-01-23",9.1,15.3,3
"New York,US","2018-01-24",3.7,6.8,-2
"New York,US","2018-01-25",-1.9,1.1,-4.8
"New York,US","2018-01-26",-0.1,3.4,-3
"New York,US","2018-01-27",7.8,13,2.1
"New York,US","2018-01-28",9.8,12.3,7.9
"New York,US","2018-01-29",5.7,7.8,3.3
"New York,US","2018-01-30",0.7,2.8,-2.9
"New York,US","2018-01-31",-2.4,1.6,-6.7
"New York,US","2018-02-01",3.5,6.2,0
"New York,US","2018-02-02",-1.3,4.4,-7.2
"New York,US","2018-02-03",-3.8,0.6,-7.9
"New York,US","2018-02-04",3.1,7.8,-1.1
"New York,US","2018-02-05",1.6,5,-2.2
"New York,US","2018-02-06",0.3,2.9,-2.8
"New York,US","2018-02-07",2.1,7.7,-0.7
"New York,US","2018-02-08",-0.3,2.7,-2.8
"New York,US","2018-02-09",0,3.4,-2.2
"New York,US","2018-02-10",6.6,10.5,3.4
"New York,US","2018-02-11",10.6,15.9,6.2
"New York,US","2018-02-12",8.3,16.9,2.1
"New York,US","2018-02-13",1.1,4.2,-1.3
"New York,US","2018-02-14",6.1,11.1,1.7
"New York,US","2018-02-15",10.2,14.4,6.8
"New York,US","2018-02-16",10.6,13.9,3.3
"New York,US","2018-02-17",1.7,4.9,-1.2
"New York,US","2018-02-18",4.7,9.2,1.1
"New York,US","2018-02-19",6.5,8.9,3.3
"New York,US","2018-02-20",13,20,6.8
"New York,US","2018-02-21",17.3,24.4,10.7
"New York,US","2018-02-22",7.5,13.9,3.4
"New York,US","2018-02-23",3.9,5,2.8
"New York,US","2018-02-24",7.9,12.2,5.1
"New York,US","2018-02-25",6,6.7,5.6
"New York,US","2018-02-26",8,10.9,6.2
"New York,US","2018-02-27",8.3,14.3,4.3
"New York,US","2018-02-28",9.8,16.2,4.4
"New York,US","2018-03-01",10.9,14.4,7.2
"New York,US","2018-03-02",3.7,7.2,1.7
"New York,US","2018-03-03",5.8,10,3.3
"New York,US","2018-03-04",5.2,7.8,1.7
"New York,US","2018-03-05",3.7,7.1,1.1
"New York,US","2018-03-06",4.7,8.3,1.6
"New York,US","2018-03-07",2,3.9,1.1
"New York,US","2018-03-08",2.9,4.9,0.9
"New York,US","2018-03-09",2.6,6.6,-0.7
"New York,US","2018-03-10",2.9,4.9,0
"New York,US","2018-03-11",4.3,8.7,0.7
"New York,US","2018-03-12",4,6.1,1.6
"New York,US","2018-03-13",3,6,1.1
"New York,US","2018-03-14",2.2,5,0
"New York,US","2018-03-15",4,9.3,0.6
"New York,US","2018-03-16",2.9,5.5,0.9
"New York,US","2018-03-17",3.6,9.3,-1.7
"New York,US","2018-03-18",3.9,8.2,-0.7
"New York,US","2018-03-19",5.1,9.3,2.1
"New York,US","2018-03-20",2.4,3.9,0.6
"New York,US","2018-03-21",1.8,4.3,0.6
"New York,US","2018-03-22",5.3,11.6,0.9
"New York,US","2018-03-23",5.9,10.5,2.2
"New York,US","2018-03-24",6.6,11.6,2.2
"New York,US","2018-03-25",4.6,7.1,2.1
"New York,US","2018-03-26",4.8,9.9,1.8
"New York,US","2018-03-27",4.2,6.6,2.2
"New York,US","2018-03-28",6.3,9.4,3.4
"New York,US","2018-03-29",9,10.1,8.4
"New York,US","2018-03-30",10.8,15,7.9
"New York,US","2018-03-31",8,12.9,4.3
"New York,US","2018-04-01",10.2,15,6.7
"New York,US","2018-04-02",4.1,7.2,1.1
"New York,US","2018-04-03",4.9,5.9,3.9
"New York,US","2018-04-04",8.8,13.3,5.6
"New York,US","2018-04-05",4.9,7.8,1.7
"New York,US","2018-04-06",8.1,15.7,3.4
"New York,US","2018-04-07",7.4,11.7,4.9
"New York,US","2018-04-08",4.5,8.3,1.6
"New York,US","2018-04-09",4.2,9.9,0.6
"New York,US","2018-04-10",6.4,11.1,3.9
"New York,US","2018-04-11",6.9,10.5,3.5
"New York,US","2018-04-12",10.5,15.7,6.8
"New York,US","2018-04-13",19,26.7,13.9
"New York,US","2018-04-14",17.8,23.4,9.3
"New York,US","2018-04-15",5.9,8.8,4.3
"New York,US","2018-04-16",9.1,13.9,4.3
"New York,US","2018-04-17",6.8,8.3,5.6
"New York,US","2018-04-18",7.8,12.8,3.8
"New York,US","2018-04-19",7.3,9.4,5
"New York,US","2018-04-20",7,11.6,3.3
"New York,US","2018-04-21",10.7,17.8,5
"New York,US","2018-04-22",12.4,18.3,7.2
"New York,US","2018-04-23",12,16.8,7.8
"New York,US","2018-04-24",12.8,17.3,8.8
"New York,US","2018-04-25",12.8,14.4,11.7
"New York,US","2018-04-26",15.6,20.7,11.3
"New York,US","2018-04-27",12.4,15,10.6
"New York,US","2018-04-28",13.5,18.4,10
"New York,US","2018-04-29",12,16.5,8.8
"New York,US","2018-04-30",9.5,10.6,8.3
"New York,US","2018-05-01",17.3,26.7,8.9
"New York,US","2018-05-02",23.6,29.5,16.8
"New York,US","2018-05-03",26.8,33.4,21.8
"New York,US","2018-05-04",25.1,28,22.3
"New York,US","2018-05-05",20.5,25.3,16.1
"New York,US","2018-05-06",16.7,19.2,13.4
"New York,US","2018-05-07",17.2,23.9,12.5
"New York,US","2018-05-08",16.5,22.3,12
"New York,US","2018-05-09",17.3,24.1,12.4
"New York,US","2018-05-10",15.5,18,12.6
"New York,US","2018-05-11",18.4,22.2,15.8
"New York,US","2018-05-12",14.3,18.4,12.2
"New York,US","2018-05-13",12,12.8,11.7
"New York,US","2018-05-14",14.9,20.7,11.2
"New York,US","2018-05-15",20.2,29.4,15.1
"New York,US","2018-05-16",16.4,18.3,13.8
"New York,US","2018-05-17",16.3,20.7,13.3
"New York,US","2018-05-18",16.7,18.4,13.9
"New York,US","2018-05-19",12.7,13.9,10.6
"New York,US","2018-05-20",21.5,27.8,13.8
"New York,US","2018-05-21",19.9,24.4,16.1
"New York,US","2018-05-22",16.6,18.8,14.3
"New York,US","2018-05-23",20.6,28.3,14.4
"New York,US","2018-05-24",22.9,27.8,18.8
"New York,US","2018-05-25",23.7,29.4,17.3
"New York,US","2018-05-26",25.8,31.2,21.8
"New York,US","2018-05-27",18.3,25.1,14.3
"New York,US","2018-05-28",16.1,19.4,13.8
"New York,US","2018-05-29",23,30.1,16.7
"New York,US","2018-05-30",19.7,22.9,15.7
"New York,US","2018-05-31",18.7,20,17.8
"New York,US","2018-06-01",21.6,26.7,17.9
"New York,US","2018-06-02",25.1,30.6,20.7
"New York,US","2018-06-03",17,21.7,12.8
"New York,US","2018-06-04",16.8,23.7,11.7
"New York,US","2018-06-05",19.8,24.2,16.1
"New York,US","2018-06-06",18.1,21.7,16.1
"New York,US","2018-06-07",18,21.7,16.1
"New York,US","2018-06-08",21.8,27.2,16.2
"New York,US","2018-06-09",23.5,28.7,20.6
"New York,US","2018-06-10",20.2,22.2,16.7
"New York,US","2018-06-11",17.9,22.8,14.4
"New York,US","2018-06-12",18.6,22.9,14.7
"New York,US","2018-06-13",20.9,24.4,17.8
"New York,US","2018-06-14",24.8,30.5,19.4
"New York,US","2018-06-15",21.6,24.9,18.3
"New York,US","2018-06-16",23.4,29.3,17.9
"New York,US","2018-06-17",25.1,31.7,19.4
"New York,US","2018-06-18",26.3,32.2,21.8
"New York,US","2018-06-19",27.4,32.1,23.5
"New York,US","2018-06-20",24.2,27.7,21.6
"New York,US","2018-06-21",24,29.9,18.9
"New York,US","2018-06-22",21.2,23.8,19.4
"New York,US","2018-06-23",18.8,19.9,17.8
"New York,US","2018-06-24",23.6,28.7,19.3
"New York,US","2018-06-25",24.3,28.7,20.6
"New York,US","2018-06-26",21.8,25,18.7
"New York,US","2018-06-27",21.1,23.3,18.9
"New York,US","2018-06-28",24,28.8,21.1
"New York,US","2018-06-29",27.7,33.7,22.8
"New York,US","2018-06-30",28.7,34.3,23.4
"New York,US","2018-07-01",29.8,35.6,24
"New York,US","2018-07-02",29.2,34.4,25.7
"New York,US","2018-07-03",27.1,32.9,25.1
"New York,US","2018-07-04",26.8,30.5,24.4
"New York,US","2018-07-05",27.4,31.2,23.9
"New York,US","2018-07-06",25.6,27.8,23.3
"New York,US","2018-07-07",21.6,25.6,18.8
"New York,US","2018-07-08",22.9,28.3,18.8
"New York,US","2018-07-09",24.8,30.6,20
"New York,US","2018-07-10",27.4,33.3,21.7
"New York,US","2018-07-11",26.5,31.1,23.4
"New York,US","2018-07-12",24.7,29.9,21.5
"New York,US","2018-07-13",24.6,29.2,21.1
"New York,US","2018-07-14",26.5,31.7,21.2
"New York,US","2018-07-15",24.4,29.9,21.2
"New York,US","2018-07-16",27.7,32.2,23.9
"New York,US","2018-07-17",25.7,31.6,22
"New York,US","2018-07-18",25,28.7,21.1
"New York,US","2018-07-19",23.5,27.5,19.7
"New York,US","2018-07-20",23.7,27.9,20.8
"New York,US","2018-07-21",22,24.7,18.6
"New York,US","2018-07-22",23.8,26.2,19.7
"New York,US","2018-07-23",25,27.2,23.3
"New York,US","2018-07-24",25.9,27.8,24.2
"New York,US","2018-07-25",24.5,25.3,23
"New York,US","2018-07-26",25.7,29.1,22.6
"New York,US","2018-07-27",25.8,29.8,21.2
"New York,US","2018-07-28",25.4,29.2,21.4
"New York,US","2018-07-29",24.9,27.5,22
"New York,US","2018-07-30",23.5,25.5,20.9
"New York,US","2018-07-31",23.6,27.4,20.5
"New York,US","2018-08-01",26.3,29.4,23.6
"New York,US","2018-08-02",27.6,30.6,24.8
"New York,US","2018-08-03",26.3,29.2,23.8
"New York,US","2018-08-04",26.8,32,23.8
"New York,US","2018-08-05",29,33.7,24.3
"New York,US","2018-08-06",29.4,33.8,25.7
"New York,US","2018-08-07",28,32.7,24.9
"New York,US","2018-08-08",28,33.3,24.4
"New York,US","2018-08-09",28.5,32.7,24.3
"New York,US","2018-08-10",27.4,32.1,24.3
"New York,US","2018-08-11",24,26.7,22.2
"New York,US","2018-08-12",25.8,30.5,23.3
"New York,US","2018-08-13",23.7,26,22.8
"New York,US","2018-08-14",24,29.2,20.8
"New York,US","2018-08-15",27,32.7,21.7
"New York,US","2018-08-16",28.7,33.2,24.4
"New York,US","2018-08-17",28.1,32.1,24.9
"New York,US","2018-08-18",25.9,31,23.3
"New York,US","2018-08-19",22.5,23.3,21.1
"New York,US","2018-08-20",22.5,23.8,21.1
"New York,US","2018-08-21",23.1,26.1,20.6
"New York,US","2018-08-22",25.5,30.5,22.8
"New York,US","2018-08-23",24,27.7,20.6
"New York,US","2018-08-24",24.7,29.8,20.5
"New York,US","2018-08-25",24.2,27.7,21.1
"New York,US","2018-08-26",25.2,29.9,21.1
"New York,US","2018-08-27",27.7,32.1,23.1
"New York,US","2018-08-28",30.1,35.5,25.7
"New York,US","2018-08-29",30.6,34.9,26.7
"New York,US","2018-08-30",29.7,33.2,26.7
"New York,US","2018-08-31",24.2,27.1,22.8
"New York,US","2018-09-01",23.2,26.1,21.7
"New York,US","2018-09-02",24.7,28.7,21.6
"New York,US","2018-09-03",28,32.2,24.4
"New York,US","2018-09-04",29.7,34.2,26.1
"New York,US","2018-09-05",28.2,32.8,25.6
"New York,US","2018-09-06",28.4,34.3,25.5
"New York,US","2018-09-07",24.3,25.5,22.1
"New York,US","2018-09-08",21.2,22.8,18.7
"New York,US","2018-09-09",16.8,18.7,14.1
"New York,US","2018-09-10",16.9,18.8,13.9
"New York,US","2018-09-11",21.3,25.5,18.3
"New York,US","2018-09-12",23.7,25.6,22.8
"New York,US","2018-09-13",22.9,26.5,21.1
"New York,US","2018-09-14",22.7,24.9,21.1
"New York,US","2018-09-15",23.3,26.7,21.1
"New York,US","2018-09-16",24.4,28.8,20.6
"New York,US","2018-09-17",23.8,26.5,21.7
"New York,US","2018-09-18",24,26.1,22.1
"New York,US","2018-09-19",24.5,29.2,21.7
"New York,US","2018-09-20",21,24.2,18.9
"New York,US","2018-09-21",21.7,23.3,20.6
"New York,US","2018-09-22",22.3,23.8,19.2
"New York,US","2018-09-23",18.7,19.9,17.7
"New York,US","2018-09-24",18.6,21.6,16.6
"New York,US","2018-09-25",19.7,23.3,16.1
"New York,US","2018-09-26",24.7,29.9,22.2
"New York,US","2018-09-27",20.9,24.8,18.2
"New York,US","2018-09-28",17.4,20,15.5
"New York,US","2018-09-29",19.5,24.8,15.6
"New York,US","2018-09-30",19.3,22.7,15.5
"New York,US","2018-10-01",21.3,25.6,18.3
"New York,US","2018-10-02",22.8,25.6,19.3
"New York,US","2018-10-03",21.3,25.9,18.3
"New York,US","2018-10-04",21.6,25.6,17.8
"New York,US","2018-10-05",20,22.8,17.7
"New York,US","2018-10-06",19.1,20,18.3
"New York,US","2018-10-07",23.2,28.7,20.6
"New York,US","2018-10-08",20.1,23.3,18.1
"New York,US","2018-10-09",22.3,25.6,19.3
"New York,US","2018-10-10",23.3,28.2,21.2
"New York,US","2018-10-11",22.7,25,21.2
"New York,US","2018-10-12",17.3,21.2,13.3
"New York,US","2018-10-13",12.7,16,9.9
"New York,US","2018-10-14",13.1,15.6,10.6
"New York,US","2018-10-15",16.9,20,13.7
"New York,US","2018-10-16",12.9,18.3,9.9
"New York,US","2018-10-17",13.1,18.2,9.7
"New York,US","2018-10-18",9.8,13.6,7.1
"New York,US","2018-10-19",11.7,16.1,7.1
"New York,US","2018-10-20",14.8,17.8,12.6
"New York,US","2018-10-21",9.8,12.8,6.1
"New York,US","2018-10-22",8.6,11.6,5
"New York,US","2018-10-23",13.6,19.8,10
"New York,US","2018-10-24",11,14.2,8.8
"New York,US","2018-10-25",9,13.6,6.6
"New York,US","2018-10-26",8,10.6,5.5
"New York,US","2018-10-27",9.7,11.6,7.8
"New York,US","2018-10-28",10.1,11.7,8.3
"New York,US","2018-10-29",12,15.5,10
"New York,US","2018-10-30",10.8,16,6.7
"New York,US","2018-10-31",13.6,19.2,8.3
"New York,US","2018-11-01",17.1,21.1,13.4
"New York,US","2018-11-02",19.4,21.1,17.8
"New York,US","2018-11-03",14.4,18.4,10.6
"New York,US","2018-11-04",10.9,15.5,7.8
"New York,US","2018-11-05",11.1,12.2,9.4
"New York,US","2018-11-06",13,15.6,11
"New York,US","2018-11-07",14.6,17.8,11.7
"New York,US","2018-11-08",11.6,15.9,8.1
"New York,US","2018-11-09",9.8,11.6,7.4
"New York,US","2018-11-10",7.4,11.1,3.3
"New York,US","2018-11-11",5.6,10.5,1.7
"New York,US","2018-11-12",7.2,10.6,3.8
"New York,US","2018-11-13",9.1,11.6,6.4
"New York,US","2018-11-14",4.5,7,2.1
"New York,US","2018-11-15",1.9,3.5,0.5
"New York,US","2018-11-16",5.7,9.8,3.3
"New York,US","2018-11-17",6.7,9.3,3.8
"New York,US","2018-11-18",6.4,7.1,4.9
"New York,US","2018-11-19",8.8,11.6,5.2
"New York,US","2018-11-20",7.9,9.3,5
"New York,US","2018-11-21",4.7,8.2,-0.1
"New York,US","2018-11-22",-2.7,0.9,-5.1
"New York,US","2018-11-23",-2.5,1.6,-9.1
"New York,US","2018-11-24",5,9.3,0
"New York,US","2018-11-25",10.8,14.8,7.8
"New York,US","2018-11-26",9.8,11.7,8.8
"New York,US","2018-11-27",6,8.3,3.5
"New York,US","2018-11-28",4.7,6.1,3.3
"New York,US","2018-11-29",6.2,8.7,4.3
"New York,US","2018-11-30",4.8,5.7,3.8
"New York,US","2018-12-01",6.1,8.8,4.3
"New York,US","2018-12-02",9.7,12.8,6.1
"New York,US","2018-12-03",11.1,12.9,7.9
"New York,US","2018-12-04",4.9,7.9,1.6
"New York,US","2018-12-05",1.9,3.8,-0.1
"New York,US","2018-12-06",2.5,5.6,-0.7
"New York,US","2018-12-07",3,6,-0.7
"New York,US","2018-12-08",0.1,3.7,-2.9
"New York,US","2018-12-09",1,2.8,-0.7
"New York,US","2018-12-10",2.6,6.5,-0.1
"New York,US","2018-12-11",2.7,6.6,0.5
"New York,US","2018-12-12",3.2,6,1.1
"New York,US","2018-12-13",3.4,5.6,1.6
"New York,US","2018-12-14",8.1,10,5
"New York,US","2018-12-15",9.5,10.6,7.9
"New York,US","2018-12-16",5.2,8.3,3.3
"New York,US","2018-12-17",5.8,9.3,3.8
"New York,US","2018-12-18",2.4,5,-1.2
"New York,US","2018-12-19",2,6.7,-1.7
"New York,US","2018-12-20",6,10.5,3.3
"New York,US","2018-12-21",13,14.5,11.2
"New York,US","2018-12-22",8.1,11.2,5.6
"New York,US","2018-12-23",5.3,8.2,3.3
"New York,US","2018-12-24",4.4,7.1,2.8
"New York,US","2018-12-25",3.3,6.6,1.2
"New York,US","2018-12-26",3.9,7.7,0.2
"New York,US","2018-12-27",5.6,8.2,4.3
"New York,US","2018-12-28",10.7,15,6.2
"New York,US","2018-12-29",9.9,12.9,5.6
"New York,US","2018-12-30",3.7,4.9,2.1
"New York,US","2018-12-31",5.8,7.9,3.4
"New York,US","2019-01-01",10.5,13.9,6.1
"New York,US","2019-01-02",3.9,5.5,2.8
"New York,US","2019-01-03",5.7,7.7,3.8
"New York,US","2019-01-04",4.8,7.2,2.2
"New York,US","2019-01-05",7.1,7.9,6.2
"New York,US","2019-01-06",6.1,9.9,1.6
"New York,US","2019-01-07",0.1,2,-2.2
"New York,US","2019-01-08",5.5,7.2,2.1
"New York,US","2019-01-09",5.7,7.8,2.1
"New York,US","2019-01-10",1.2,2.7,-1.2
"New York,US","2019-01-11",-1.8,2,-5
"New York,US","2019-01-12",-1.6,2.1,-5.7
"New York,US","2019-01-13",-0.4,3.1,-2.8
"New York,US","2019-01-14",-0.8,3.2,-3.4
"New York,US","2019-01-15",0.6,3.7,-2.2
"New York,US","2019-01-16",1.6,4.3,-1.1
"New York,US","2019-01-17",-0.4,1.7,-3.7
"New York,US","2019-01-18",1.9,4.2,-0.1
"New York,US","2019-01-19",2.5,3.3,1.1
"New York,US","2019-01-20",0.8,9.1,-9.2
"New York,US","2019-01-21",-10.2,-7.3,-13.4
"New York,US","2019-01-22",-4.6,0.5,-9.4
"New York,US","2019-01-23",3.2,10,-1.1
"New York,US","2019-01-24",9.9,13.4,2.2
"New York,US","2019-01-25",2.1,4.3,-1.2
"New York,US","2019-01-26",-0.8,2.1,-3.9
"New York,US","2019-01-27",5,8.4,0.6
"New York,US","2019-01-28",-0.2,3.8,-2.2
"New York,US","2019-01-29",1.8,6.2,-2.2
"New York,US","2019-01-30",-4.6,1.7,-12.9
"New York,US","2019-01-31",-11.1,-7.3,-14.5
"New York,US","2019-02-01",-8,-5.7,-10.7
"New York,US","2019-02-02",-3,1.7,-7.2
"New York,US","2019-02-03",4,12.1,-0.6
"New York,US","2019-02-04",8.2,15.6,3.5
"New York,US","2019-02-05",10.6,18.8,5.1
"New York,US","2019-02-06",5.6,8.8,3.3
"New York,US","2019-02-07",5.4,6.2,4.3
"New York,US","2019-02-08",6.1,12.2,1.1
"New York,US","2019-02-09",-0.8,2.7,-3.4
"New York,US","2019-02-10",-0.7,2.8,-3.9
"New York,US","2019-02-11",1.5,2.9,-1.1
"New York,US","2019-02-12",0.2,2.2,-2.2
"New York,US","2019-02-13",2.8,5,1.2
"New York,US","2019-02-14",4.2,7.8,1.1
"New York,US","2019-02-15",10,14.3,5.7
"New York,US","2019-02-16",5,9.9,1.1
"New York,US","2019-02-17",1,3.3,-1.8
"New York,US","2019-02-18",2.3,5.6,-1.7
"New York,US","2019-02-19",-0.5,4.2,-3.9
"New York,US","2019-02-20",-1.1,0.6,-2.3
"New York,US","2019-02-21",5.4,11.1,0.6
"New York,US","2019-02-22",5.5,7.8,3.3
"New York,US","2019-02-23",3.3,5,1
"New York,US","2019-02-24",5.7,7.9,2.8
"New York,US","2019-02-25",4,6.7,-1.2
"New York,US","2019-02-26",0,4.8,-2.8
"New York,US","2019-02-27",-1.9,0.5,-3.8
"New York,US","2019-02-28",1.1,4.2,-1.2
"New York,US","2019-03-01",0.7,2.1,-1.3
"New York,US","2019-03-02",2.5,6.1,0.6
"New York,US","2019-03-03",3.4,7.1,0.5
"New York,US","2019-03-04",2.6,6.5,-0.1
"New York,US","2019-03-05",-1.8,1.6,-4.5
"New York,US","2019-03-06",-3.8,-0.8,-5.7
"New York,US","2019-03-07",-2.8,1,-7
"New York,US","2019-03-08",0.8,4.3,-3.2
"New York,US","2019-03-09",4.8,9.9,1.7
"New York,US","2019-03-10",4,5.6,2.2
"New York,US","2019-03-11",8.6,12.7,5.1
"New York,US","2019-03-12",4.5,8.2,1.7
"New York,US","2019-03-13",4.1,8.3,1.1
"New York,US","2019-03-14",8.4,11.9,5.7
"New York,US","2019-03-15",14.7,20.2,8.9
"New York,US","2019-03-16",9.2,14.6,5
"New York,US","2019-03-17",4.6,8.7,1.7
"New York,US","2019-03-18",4.2,7.8,1.1
"New York,US","2019-03-19",5.4,8.9,2.2
"New York,US","2019-03-20",6.2,11.1,2.3
"New York,US","2019-03-21",7,8.3,5.6
"New York,US","2019-03-22",7,10.6,5
"New York,US","2019-03-23",5.8,11,2.2
"New York,US","2019-03-24",9,14.4,3.4
"New York,US","2019-03-25",10.1,12.3,7.9
"New York,US","2019-03-26",6.2,11,1.6
"New York,US","2019-03-27",4.6,7.8,2.1
"New York,US","2019-03-28",6.2,10.7,2.2
"New York,US","2019-03-29",10.9,13.5,8.4
"New York,US","2019-03-30",13.3,17.9,10
"New York,US","2019-03-31",10.9,15.7,5.7
"New York,US","2019-04-01",5.4,9.2,1.1
